MatrixID	Name	Class	Family	Type	UniprotID	SpeciesName	BaseID	TaxGroup	Cluster	ClusterColor	ClusterDesc
MA1292.2	MYB27	Tryptophan cluster factors	MYB	DAP-seq	Q9SCP1	Arabidopsis thaliana	MA1292	plants	cluster_02	250,235,215	MYB_TRB
MA1293.2	MYB57	Tryptophan cluster factors	MYB	DAP-seq	Q9SSA1	Arabidopsis thaliana	MA1293	plants	cluster_02	250,235,215	MYB_TRB
MA1294.2	MYB62	Tryptophan cluster factors	MYB	DAP-seq	Q9C9G7	Arabidopsis thaliana	MA1294	plants	cluster_02	250,235,215	MYB_TRB
MA1295.2	WRKY20	GCM domain factors	WRKY	DAP-seq	Q93WV0	Arabidopsis thaliana	MA1295	plants	cluster_10	0,0,255	WRKY
MA1296.2	WRKY46	GCM domain factors	WRKY	DAP-seq	Q9SKD9	Arabidopsis thaliana	MA1296	plants	cluster_10	0,0,255	WRKY
MA1297.2	WRKY26	GCM domain factors	WRKY	DAP-seq	Q9C5T3	Arabidopsis thaliana	MA1297	plants	cluster_10	0,0,255	WRKY
MA1298.2	WRKY29	GCM domain factors	WRKY	DAP-seq	Q9SUS1	Arabidopsis thaliana	MA1298	plants	cluster_10	0,0,255	WRKY
MA1299.2	WRKY17	GCM domain factors	WRKY	DAP-seq	Q9SJA8	Arabidopsis thaliana	MA1299	plants	cluster_10	0,0,255	WRKY
MA1300.2	WRKY6	GCM domain factors	WRKY	DAP-seq	Q9C519	Arabidopsis thaliana	MA1300	plants	cluster_10	0,0,255	WRKY
MA1301.2	WRKY33	GCM domain factors	WRKY	DAP-seq	Q8S8P5	Arabidopsis thaliana	MA1301	plants	cluster_10	0,0,255	WRKY
MA1302.2	WRKY65	GCM domain factors	WRKY	DAP-seq	Q9LP56	Arabidopsis thaliana	MA1302	plants	cluster_10	0,0,255	WRKY
MA1303.2	WRKY22	GCM domain factors	WRKY	DAP-seq	O04609	Arabidopsis thaliana	MA1303	plants	cluster_10	0,0,255	WRKY
MA1304.2	WRKY59	GCM domain factors	WRKY	DAP-seq	Q9SJ09	Arabidopsis thaliana	MA1304	plants	cluster_10	0,0,255	WRKY
MA1305.2	WRKY55	GCM domain factors	WRKY	DAP-seq	Q9SHB5	Arabidopsis thaliana	MA1305	plants	cluster_10	0,0,255	WRKY
MA1306.2	WRKY11	GCM domain factors	WRKY	DAP-seq	Q9SV15	Arabidopsis thaliana	MA1306	plants	cluster_10	0,0,255	WRKY
MA1307.3	WRKY31	GCM domain factors	WRKY		Q93WT0	Arabidopsis thaliana	MA1307	plants	cluster_10	0,0,255	WRKY
MA1308.2	WRKY70	GCM domain factors	WRKY	DAP-seq	Q9LY00	Arabidopsis thaliana	MA1308	plants	cluster_10	0,0,255	WRKY
MA1309.1	WRKY3	GCM domain factors	WRKY	DAP-seq	Q9ZQ70	Arabidopsis thaliana	MA1309	plants	cluster_10	0,0,255	WRKY
MA1310.2	WRKY42	GCM domain factors	WRKY	DAP-seq	Q9XEC3	Arabidopsis thaliana	MA1310	plants	cluster_10	0,0,255	WRKY
MA1311.3	WRKY28	GCM domain factors	WRKY	DAP-seq	Q8VWJ2	Arabidopsis thaliana	MA1311	plants	cluster_10	0,0,255	WRKY
MA1312.2	WRKY47	GCM domain factors	WRKY	DAP-seq	Q9ZSI7	Arabidopsis thaliana	MA1312	plants	cluster_10	0,0,255	WRKY
MA1313.2	WRKY7	GCM domain factors	WRKY	DAP-seq	Q9STX0	Arabidopsis thaliana	MA1313	plants	cluster_10	0,0,255	WRKY
MA1314.2	WRKY14	GCM domain factors	WRKY	DAP-seq	Q9SA80	Arabidopsis thaliana	MA1314	plants	cluster_10	0,0,255	WRKY
MA1315.2	WRKY24	GCM domain factors	WRKY	DAP-seq	Q9FFS3	Arabidopsis thaliana	MA1315	plants	cluster_10	0,0,255	WRKY
MA1316.2	WRKY71	GCM domain factors	WRKY	DAP-seq	Q93WV4	Arabidopsis thaliana	MA1316	plants	cluster_10	0,0,255	WRKY
MA1317.2	WRKY50	GCM domain factors	WRKY	DAP-seq	Q8VWQ5	Arabidopsis thaliana	MA1317	plants	cluster_10	0,0,255	WRKY
MA1318.2	WRKY27	GCM domain factors	WRKY	DAP-seq	Q9FLX8	Arabidopsis thaliana	MA1318	plants	cluster_10	0,0,255	WRKY
MA1320.2	SPL15	C3H(C),C2HC zinc fingers factors	SBP	DAP-seq	Q9M2Q6	Arabidopsis thaliana	MA1320	plants	cluster_28	189,183,107	SPL_A
MA1321.2	SPL13A	C3H(C),C2HC zinc fingers factors	SBP	DAP-seq	B9DI20	Arabidopsis thaliana	MA1321	plants	cluster_28	189,183,107	SPL_A
MA1322.3	SPL9	C3H(C),C2HC zinc fingers factors	SBP	SELEX	Q700W2	Arabidopsis thaliana	MA1322	plants	cluster_28	189,183,107	SPL_A
MA1323.2	GATA19	Other C4 zinc finger-type factors	C4-GATA-related	DAP-seq	Q6QPM2	Arabidopsis thaliana	MA1323	plants	cluster_13	222,184,135	RVE_ARR_GATA
MA1324.1	GATA20	Other C4 zinc finger-type factors	C4-GATA-related	DAP-seq	Q9ZPX0	Arabidopsis thaliana	MA1324	plants	cluster_13	222,184,135	RVE_ARR_GATA
MA1325.2	GATA14	Other C4 zinc finger-type factors	C4-GATA-related	DAP-seq	Q9M1U2	Arabidopsis thaliana	MA1325	plants	cluster_13	222,184,135	RVE_ARR_GATA
MA1326.2	ZHD5	Homeo domain factors	PLINC	DAP-seq	Q9FRL5	Arabidopsis thaliana	MA1326	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA1327.3	ATHB-23	Homeo domain factors	HD-ZIP	DAP-seq	Q8LFD3	Arabidopsis thaliana	MA1327	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA1328.1	ZHD9	Homeo domain factors	PLINC	DAP-seq	Q8LFD3	Arabidopsis thaliana	MA1328	plants	cluster_06	245,245,220	CPP
MA1329.3	ZHD1	Homeo domain factors	PLINC	DAP-seq	Q9SB61	Arabidopsis thaliana	MA1329	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA1330.2	ZHD6	Homeo domain factors	PLINC	DAP-seq		Arabidopsis thaliana	MA1330	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA1331.2	BEH4	Basic helix-loop-helix factors (bHLH)	BES/BZR	DAP-seq	Q9ZV88	Arabidopsis thaliana	MA1331	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1332.2	BEH2	Basic helix-loop-helix factors (bHLH)	BES/BZR	DAP-seq	Q94A43	Arabidopsis thaliana	MA1332	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1333.2	BEH3	Basic helix-loop-helix factors (bHLH)	BES/BZR	DAP-seq	O49404	Arabidopsis thaliana	MA1333	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1334.2	BZIP11	Basic leucine zipper factors (bZIP)	Group S	DAP-seq	O65683	Arabidopsis thaliana	MA1334	plants	cluster_14	95,158,160	BZIP_TGA
MA1335.1	TGA4	Basic leucine zipper factors (bZIP)	Group D	DAP-seq	Q39162	Arabidopsis thaliana	MA1335	plants	cluster_14	95,158,160	BZIP_TGA
MA1336.2	TGA3	Basic leucine zipper factors (bZIP)	Group D	DAP-seq	Q39234	Arabidopsis thaliana	MA1336	plants	cluster_14	95,158,160	BZIP_TGA
MA1337.2	BZIP44	Basic leucine zipper factors (bZIP)	Group S	DAP-seq	C0Z2L5	Arabidopsis thaliana	MA1337	plants	cluster_14	95,158,160	BZIP_TGA
MA1338.3	DPBF3	Basic leucine zipper factors (bZIP)	Group A		Q9LES3	Arabidopsis thaliana	MA1338	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1339.1	BZIP43	Basic leucine zipper factors (bZIP)	Group S	DAP-seq	Q9FMC2	Arabidopsis thaliana	MA1339	plants	cluster_14	95,158,160	BZIP_TGA
MA1340.2	BZIP3	Basic leucine zipper factors (bZIP)	Group S	DAP-seq	Q9LFU3	Arabidopsis thaliana	MA1340	plants	cluster_14	95,158,160	BZIP_TGA
MA1341.2	BZIP53	Basic leucine zipper factors (bZIP)	Group S	DAP-seq	Q9LZP8	Arabidopsis thaliana	MA1341	plants	cluster_14	95,158,160	BZIP_TGA
MA1343.2	BZIP52	Basic leucine zipper factors (bZIP)	Group I	DAP-seq	Q8VWG0	Arabidopsis thaliana	MA1343	plants	cluster_12	165,42,42	BZIP
MA1344.2	BZIP28	Basic leucine zipper factors (bZIP)	Group B	DAP-seq	Q9SG86	Arabidopsis thaliana	MA1344	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1345.2	BZIP48	Basic leucine zipper factors (bZIP)	Group S	DAP-seq	Q8RU59	Arabidopsis thaliana	MA1345	plants	cluster_14	95,158,160	BZIP_TGA
MA1346.2	TGA10	Basic leucine zipper factors (bZIP)	Group D	DAP-seq	E3VNM4	Arabidopsis thaliana	MA1346	plants	cluster_14	95,158,160	BZIP_TGA
MA1348.1	TGA9	Basic leucine zipper factors (bZIP)	Group D	DAP-seq	Q93XM6	Arabidopsis thaliana	MA1348	plants	cluster_14	95,158,160	BZIP_TGA
MA1349.2	BZIP16	Basic leucine zipper factors (bZIP)	Group G	DAP-seq	Q501B2	Arabidopsis thaliana	MA1349	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1350.1	BZIP42	Basic leucine zipper factors (bZIP)	Group S	DAP-seq	Q9LW45	Arabidopsis thaliana	MA1350	plants	cluster_14	95,158,160	BZIP_TGA
MA1351.3	GBF3	Basic leucine zipper factors (bZIP)	Group G		P42776	Arabidopsis thaliana	MA1351	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1352.1	TRP1	Tryptophan cluster factors	Myb-related	DAP-seq	Q8L7L8	Arabidopsis thaliana	MA1352	plants	cluster_34	233,150,122	TRP
MA1353.2	AT1G72740	Tryptophan cluster factors	MYB-related	DAP-seq	F4IEY4	Arabidopsis thaliana	MA1353	plants	cluster_02	250,235,215	MYB_TRB
MA1354.1	AT4G12670	Tryptophan cluster factors	Myb-related	DAP-seq	Q700D7	Arabidopsis thaliana	MA1354	plants	cluster_34	233,150,122	TRP
MA1355.2	TRB2	Tryptophan cluster factors	MYB-related	DAP-seq	Q9JFW5	Arabidopsis thaliana	MA1355	plants	cluster_02	250,235,215	MYB_TRB
MA1356.1	TRP2	Tryptophan cluster factors	Myb-related	DAP-seq	Q9SNB9	Arabidopsis thaliana	MA1356	plants	cluster_34	233,150,122	TRP
MA1357.2	bHLH80	Basic helix-loop-helix factors (bHLH)	bHLH	DAP-seq	Q9C8P8	Arabidopsis thaliana	MA1357	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1358.2	bHLH130	Basic helix-loop-helix factors (bHLH)	bHLH	DAP-seq	Q66GR3	Arabidopsis thaliana	MA1358	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1359.3	BPE	Basic helix-loop-helix factors (bHLH)	bHLH		Q0JXE7	Arabidopsis thaliana	MA1359	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1360.3	bHLH74	Basic helix-loop-helix factors (bHLH)	bHLH		Q6NKN9	Arabidopsis thaliana	MA1360	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1361.2	bHLH18	Basic helix-loop-helix factors (bHLH)	bHLH	DAP-seq	Q1PF17	Arabidopsis thaliana	MA1361	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1362.2	bHLH77	Basic helix-loop-helix factors (bHLH)	bHLH	DAP-seq	Q9LK48	Arabidopsis thaliana	MA1362	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1363.1	LRL2	Basic helix-loop-helix factors (bHLH)	bHLH	DAP-seq	Q8S3D5	Arabidopsis thaliana	MA1363	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1364.2	BHLH72	Basic helix-loop-helix factors (bHLH)	bHLH	DAP-seq	Q570R7	Arabidopsis thaliana	MA1364	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1365.3	AT5G47660	Tryptophan cluster factors	Trihelix	DAP-seq	Q9FGJ1	Arabidopsis thaliana	MA1365	plants	cluster_10	0,0,255	WRKY
MA1366.2	DF1	Tryptophan cluster factors	Trihelix	DAP-seq	Q9C6K3	Arabidopsis thaliana	MA1366	plants	cluster_10	0,0,255	WRKY
MA1367.2	AT1G76870	Tryptophan cluster factors	Trihelix	DAP-seq		Arabidopsis thaliana	MA1367	plants	cluster_18	100,149,237	TRP_Trihelix
MA1368.3	GT-4	Tryptophan cluster factors	Trihelix	DAP-seq	Q9LU92	Arabidopsis thaliana	MA1368	plants	cluster_02	250,235,215	MYB_TRB
MA1369.2	HDG1	Homeo domain factors	HD-ZIP	DAP-seq	Q9M2E8	Arabidopsis thaliana	MA1369	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA1370.2	IDD5	C2H2 zinc finger factors	IDD	DAP-seq	Q9ZUL3	Arabidopsis thaliana	MA1370	plants	cluster_08	0,0,0	C2H2_DOF
MA1371.2	IDD4	C2H2 zinc finger factors	IDD	DAP-seq	Q8GYC1	Arabidopsis thaliana	MA1371	plants	cluster_08	0,0,0	C2H2_DOF
MA1372.2	ZAT10	C2H2 zinc finger factors	C2H2	DAP-seq	Q96289	Arabidopsis thaliana	MA1372	plants	cluster_35	143,188,143	ZAT10_SIZF2
MA1373.1	GAF1	C2H2 zinc finger factors	IDD	DAP-seq	Q9SCQ6	Arabidopsis thaliana	MA1373	plants	cluster_08	0,0,0	C2H2_DOF
MA1374.2	IDD7	C2H2 zinc finger factors	IDD	DAP-seq	Q8H1F5	Arabidopsis thaliana	MA1374	plants	cluster_08	0,0,0	C2H2_DOF
MA1375.2	ANL2	Homeo domain factors	HD-ZIP	DAP-seq	Q0WV12	Arabidopsis thaliana	MA1375	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA1376.2	DEAR3	AP2/EREBP	ERF/DREB	PBM	O22174	Arabidopsis thaliana	MA1376	plants	cluster_24	184,134,11	ERF_DREB_B
MA1377.2	PLT1	AP2/EREBP	AP2	DAP-seq	Q5YGP8	Arabidopsis thaliana	MA1377	plants	cluster_31	255,140,0	AIL_ANT_PLT1
MA1378.1	AIL6	AP2/EREBP	AP2	DAP-seq	Q52QU2	Arabidopsis thaliana	MA1378	plants	cluster_31	255,140,0	AIL_ANT_PLT1
MA1379.1	SOL1	CPP		DAP-seq	Q9M9H7	Arabidopsis thaliana	MA1379	plants	cluster_06	245,245,220	CPP
MA1380.1	TCX6	CPP		DAP-seq	Q9SL70	Arabidopsis thaliana	MA1380	plants	cluster_06	245,245,220	CPP
MA1381.2	AT3G46070	C2H2 zinc finger factors	C2H2	DAP-seq	Q9LX86	Arabidopsis thaliana	MA1381	plants	cluster_19	255,248,220	AZF
MA1382.2	FAR1	GCM domain factors	FRS/FRF	DAP-seq	Q9SWG3	Arabidopsis thaliana	MA1382	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1383.2	KAN2	Tryptophan cluster factors	GARP_G2-like	DAP-seq	Q9C616	Arabidopsis thaliana	MA1383	plants	cluster_04	127,255,212	HSF_GARP
MA1384.1	PHL7	Tryptophan cluster factors	GARP_G2-like	DAP-seq	Q9SJW0	Arabidopsis thaliana	MA1384	plants	cluster_04	127,255,212	HSF_GARP
MA1385.2	AT2G40260	Tryptophan cluster factors	GARP_G2-like	DAP-seq		Arabidopsis thaliana	MA1385	plants	cluster_04	127,255,212	HSF_GARP
MA1386.3	HHO3	Tryptophan cluster factors	GARP_G2-like		Q9FPE8	Arabidopsis thaliana	MA1386	plants	cluster_04	127,255,212	HSF_GARP
MA1387.2	HRS1	Tryptophan cluster factors	GARP_G2-like	DAP-seq	Q9FX67	Arabidopsis thaliana	MA1387	plants	cluster_04	127,255,212	HSF_GARP
MA1388.2	PHL2	Tryptophan cluster factors	GARP_G2-like	DAP-seq	Q94A57	Arabidopsis thaliana	MA1388	plants	cluster_04	127,255,212	HSF_GARP
MA1389.2	PHL1	Tryptophan cluster factors	GARP_G2-like	DAP-seq	Q8GUN5	Arabidopsis thaliana	MA1389	plants	cluster_04	127,255,212	HSF_GARP
MA1390.3	HHO2	Tryptophan cluster factors	GARP_G2-like		Q8VZS3	Arabidopsis thaliana	MA1390	plants	cluster_04	127,255,212	HSF_GARP
MA1391.3	MYB33	Tryptophan cluster factors	MYB	DAP-seq	Q8W1W6	Arabidopsis thaliana	MA1391	plants	cluster_11	138,43,226	MYB
MA1392.3	MYB98	Tryptophan cluster factors	MYB		Q9S7L2	Arabidopsis thaliana	MA1392	plants	cluster_11	138,43,226	MYB
MA1393.3	MYB70	Tryptophan cluster factors	MYB	DAP-seq	O22179	Arabidopsis thaliana	MA1393	plants	cluster_11	138,43,226	MYB
MA1394.3	MYB73	Tryptophan cluster factors	MYB	DAP-seq	O23160	Arabidopsis thaliana	MA1394	plants	cluster_11	138,43,226	MYB
MA1396.2	GATA6	Other C4 zinc finger-type factors	C4-GATA-related	DAP-seq	Q9SD38	Arabidopsis thaliana	MA1396	plants	cluster_13	222,184,135	RVE_ARR_GATA
MA1397.2	AT1G74840	Tryptophan cluster factors	MYB-related	DAP-seq		Arabidopsis thaliana	MA1397	plants	cluster_05	240,255,255	Tryptophan_cluster
MA1398.3	KUA1	Tryptophan cluster factors	MYB-related	DAP-seq	Q9LVS0	Arabidopsis thaliana	MA1398	plants	cluster_05	240,255,255	Tryptophan_cluster
MA1400.2	AT1G19000	Tryptophan cluster factors	MYB-related	DAP-seq		Arabidopsis thaliana	MA1400	plants	cluster_05	240,255,255	Tryptophan_cluster
MA1401.2	RVE7	Tryptophan cluster factors	MYB-related	DAP-seq	B3H5A8	Arabidopsis thaliana	MA1401	plants	cluster_13	222,184,135	RVE_ARR_GATA
MA1402.1	BPC6	BBR/BPC		DAP-seq	Q8L999	Arabidopsis thaliana	MA1402	plants	cluster_21	0,255,255	BPC
MA1403.1	BPC5	BBR/BPC		DAP-seq	F4JUI3	Arabidopsis thaliana	MA1403	plants	cluster_21	0,255,255	BPC
MA1404.1	BPC1	BBR/BPC		DAP-seq	Q9SKD0	Arabidopsis thaliana	MA1404	plants	cluster_21	0,255,255	BPC
MA1405.2	SIZF2	C2H2 zinc finger factors	C2H2	PBM	I3NN78	Solanum lycopersicum	MA1405	plants	cluster_35	143,188,143	ZAT10_SIZF2
MA1406.2	ATHB-4	Homeo domain factors	HD-ZIP	PBM	P92953	Arabidopsis thaliana	MA1406	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA1408.2	FaEOBII	Tryptophan cluster factors	MYB-related	PBM		Fragaria x ananassa	MA1408	plants	cluster_02	250,235,215	MYB_TRB
MA1409.2	OsRR22	Tryptophan cluster factors	GARP_ARR-B	PBM	Q5SML5	Oryza sativa	MA1409	plants	cluster_13	222,184,135	RVE_ARR_GATA
MA1410.2	StBRC1	TCP		PBM		Solanum lycopersicum	MA1410	plants	cluster_01	240,248,255	ARF_TCP
MA1411.2	TSAR1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Medicago truncatula	MA1411	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1412.2	TSAR2	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Medicago truncatula	MA1412	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1414.2	E2FA	Fork head/winged helix factors	E2F	ChIP-seq	Q9FNY0	Arabidopsis thaliana	MA1414	plants	cluster_44	105,105,105	E2FA
MA1415.2	REF6	C2H2 zinc finger factors	Jumonji	ChIP-seq	Q9STM3	Arabidopsis thaliana	MA1415	plants	cluster_11	138,43,226	MYB
MA1416.1	RAMOSA1	C2H2 zinc finger factors	C2H2	PBM		Zea mays	MA1416	plants	cluster_21	0,255,255	BPC
MA1417.2	O2	Basic leucine zipper factors (bZIP)	Group C	ChIP-seq	P12959	Zea mays	MA1417	plants	cluster_14	95,158,160	BZIP_TGA
MA1424.2	ERF019	AP2/EREBP	ERF/DREB	DAP-seq	O80542	Arabidopsis thaliana	MA1424	plants	cluster_15	127,255,0	ERF_DREB_A
MA1425.2	HYH	Basic leucine zipper factors (bZIP)	Group H	PBM	Q8W191	Arabidopsis thaliana	MA1425	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1426.2	MYB124	Tryptophan cluster factors	MYB	PBM	Q94FL6	Arabidopsis thaliana	MA1426	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1427.3	NAC028	GCM domain factors	NAC		Q9SRZ8	Arabidopsis thaliana	MA1427	plants	cluster_25	169,169,169	NAC_C
MA1428.2	TCP8	TCP		PBM	Q9C518	Arabidopsis thaliana	MA1428	plants	cluster_01	240,248,255	ARF_TCP
MA1430.2	TB1	TCP		PBM	Q8LN68	Oryza sativa	MA1430	plants	cluster_01	240,248,255	ARF_TCP
MA1659.2	ABF4	Basic leucine zipper factors (bZIP)	Group A	DAP-seq	Q9M7Q2	Arabidopsis thaliana	MA1659	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1660.2	NAC013	GCM domain factors	NAC	DAP-seq	F4IED2	Arabidopsis thaliana	MA1660	plants	cluster_16	210,105,30	NAC_A
MA1661.2	GTL1	Tryptophan cluster factors	Trihelix	DAP-seq	A0A1P8ATX4	Arabidopsis thaliana	MA1661	plants	cluster_10	0,0,255	WRKY
MA1662.2	AT3G10030	Tryptophan cluster factors	Trihelix	DAP-seq	Q94JR1	Arabidopsis thaliana	MA1662	plants	cluster_11	138,43,226	MYB
MA1663.3	NAC050	GCM domain factors	NAC		Q9SQX9	Arabidopsis thaliana	MA1663	plants	cluster_25	169,169,169	NAC_C
MA1664.3	HSFA6B	Heat shock factors	HSF		Q9LUH8	Arabidopsis thaliana	MA1664	plants	cluster_39	0,206,209	HSFA6B_HSFC1
MA1665.3	HSFB2A	Heat shock factors	HSF		Q9SCW4	Arabidopsis thaliana	MA1665	plants	cluster_04	127,255,212	HSF_GARP
MA1666.3	HSFB2B	Heat shock factors	HSF		Q9T0D3	Arabidopsis thaliana	MA1666	plants	cluster_04	127,255,212	HSF_GARP
MA1667.3	HSFC1	Heat shock factors	HSF		Q9LV52	Arabidopsis thaliana	MA1667	plants	cluster_39	0,206,209	HSFA6B_HSFC1
MA1669.2	DREB1B	AP2/EREBP	ERF/DREB	DAP-seq	P93835	Arabidopsis thaliana	MA1669	plants	cluster_15	127,255,0	ERF_DREB_A
MA1670.2	DREB1C	AP2/EREBP	ERF/DREB	DAP-seq	Q9SYS6	Arabidopsis thaliana	MA1670	plants	cluster_15	127,255,0	ERF_DREB_A
MA1671.2	ERF118	AP2/EREBP	ERF/DREB	DAP-seq	Q9CA27	Arabidopsis thaliana	MA1671	plants	cluster_24	184,134,11	ERF_DREB_B
MA1672.2	GBF2	Basic leucine zipper factors (bZIP)	Group G	PBM	P42775	Arabidopsis thaliana	MA1672	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1673.2	LBD18	Other C4 zinc finger-type factors	LBD	DAP-seq	O22131	Arabidopsis thaliana	MA1673	plants	cluster_15	127,255,0	ERF_DREB_A
MA1674.3	NAC017	GCM domain factors	NAC		Q9XIC5	Arabidopsis thaliana	MA1674	plants	cluster_25	169,169,169	NAC_C
MA1675.2	NAC029	GCM domain factors	NAC	DAP-seq	O49255	Arabidopsis thaliana	MA1675	plants	cluster_20	220,20,60	NAC_B
MA1676.3	NAC062	GCM domain factors	NAC		Q9SCK6	Arabidopsis thaliana	MA1676	plants	cluster_25	169,169,169	NAC_C
MA1677.2	NAC078	GCM domain factors	NAC	DAP-seq	Q84K00	Arabidopsis thaliana	MA1677	plants	cluster_25	169,169,169	NAC_C
MA1678.3	NTL8	GCM domain factors	NAC		Q9XIN7	Arabidopsis thaliana	MA1678	plants	cluster_25	169,169,169	NAC_C
MA1679.2	RAP2-1	AP2/EREBP	ERF/DREB	DAP-seq	Q8LC30	Arabidopsis thaliana	MA1679	plants	cluster_15	127,255,0	ERF_DREB_A
MA1681.2	SRM1	Tryptophan cluster factors	MYB-related	DAP-seq	Q9FNN6	Arabidopsis thaliana	MA1681	plants	cluster_05	240,255,255	Tryptophan_cluster
MA1682.2	TCX3	CPP		DAP-seq	Q8L548	Arabidopsis thaliana	MA1682	plants	cluster_06	245,245,220	CPP
MA1685.2	ARF10	B3	ARF	DAP-seq	D9HNT7	Zea mays	MA1685	plants	cluster_01	240,248,255	ARF_TCP
MA1686.1	ARF13	B3	ARF	DAP-seq	D9HNU0	Zea mays	MA1686	plants	cluster_01	240,248,255	ARF_TCP
MA1687.1	ARF14	B3	ARF	DAP-seq	D9HNU1	Zea mays	MA1687	plants	cluster_01	240,248,255	ARF_TCP
MA1688.2	ARF16	B3	ARF	DAP-seq	K7URZ7	Zea mays	MA1688	plants	cluster_17	255,127,80	ARF_RAV
MA1689.2	ARF18	B3	ARF	DAP-seq	A0A060CYJ7	Zea mays	MA1689	plants	cluster_17	255,127,80	ARF_RAV
MA1690.2	ARF25	B3	ARF	DAP-seq	C0PH36	Zea mays	MA1690	plants	cluster_01	240,248,255	ARF_TCP
MA1691.2	ARF27	B3	ARF	DAP-seq	D9HNV4	Zea mays	MA1691	plants	cluster_22	0,0,139	GRF_ARF
MA1692.2	ARF29	B3	ARF	DAP-seq	D9HNV6	Zea mays	MA1692	plants	cluster_15	127,255,0	ERF_DREB_A
MA1693.2	ARF34	B3	ARF	DAP-seq	A0A060D7X7	Zea mays	MA1693	plants	cluster_22	0,0,139	GRF_ARF
MA1694.2	ARF35	B3	ARF	DAP-seq		Zea mays	MA1694	plants	cluster_17	255,127,80	ARF_RAV
MA1695.2	ARF36	B3	ARF	DAP-seq		Zea mays	MA1695	plants	cluster_01	240,248,255	ARF_TCP
MA1696.2	ARF39	B3	ARF	DAP-seq		Zea mays	MA1696	plants	cluster_01	240,248,255	ARF_TCP
MA1697.2	ARF4	B3	ARF	DAP-seq	D9HNT1	Zea mays	MA1697	plants	cluster_17	255,127,80	ARF_RAV
MA1698.2	ARF7	B3	ARF	DAP-seq	D9HNT4	Zea mays	MA1698	plants	cluster_17	255,127,80	ARF_RAV
MA1706.2	AT1G14600	Tryptophan cluster factors	GARP_G2-like	PBM	Q700D9	Arabidopsis thaliana	MA1706	plants	cluster_04	127,255,212	HSF_GARP
MA1732.1	E2FD	Fork head/winged helix factors	E2F	DAP-seq	Q9LFQ9	Arabidopsis thaliana	MA1732	plants	cluster_27	169,169,169	E2F
MA1733.2	ASR3	Tryptophan cluster factors	Trihelix	DAP-seq	Q8VZ20	Arabidopsis thaliana	MA1733	plants	cluster_02	250,235,215	MYB_TRB
MA1734.1	AT1G19040	GCM domain factors	NAC	DAP-seq	A0JQ66	Arabidopsis thaliana	MA1734	plants	cluster_16	210,105,30	NAC_A
MA1735.2	AT2G38300	Tryptophan cluster factors	GARP_G2-like	DAP-seq	Q8GYE4	Arabidopsis thaliana	MA1735	plants	cluster_04	127,255,212	HSF_GARP
MA1736.2	AT5G04390	C2H2 zinc finger factors	C2H2	PBM	Q84K31	Arabidopsis thaliana	MA1736	plants	cluster_19	255,248,220	AZF
MA1737.2	AT5G05090	Tryptophan cluster factors	GARP_G2-like	PBM	Q9FF65	Arabidopsis thaliana	MA1737	plants	cluster_13	222,184,135	RVE_ARR_GATA
MA1738.1	ATMYB31	Tryptophan cluster factors	Myb	DAP-seq	Q9CA52	Arabidopsis thaliana	MA1738	plants	cluster_02	250,235,215	MYB_TRB
MA1739.2	BHLH122	Basic helix-loop-helix factors (bHLH)	bHLH	DAP-seq	Q9C690	Arabidopsis thaliana	MA1739	plants	cluster_07	255,228,196	BHLH_CAMTA
MA1740.2	BHLH49	Basic helix-loop-helix factors (bHLH)	bHLH	PBM	Q9CAA9	Arabidopsis thaliana	MA1740	plants	cluster_07	255,228,196	BHLH_CAMTA
